Begrotingsjaar;Uitgaven Ontvangsten Verplichtingen;Begrotingsnummer;Naam Begroting ;Artikel nummer;Artikel;Stand ontwerpbegroting;Stand vastgestelde begroting;Stand eerste suppletoire;Stand tweede suppletoire;Realisatie
2018;V;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;20729;20374;16348;0;0
2018;U;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;19719;34421;65268;0;0
2018;V;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;18571;35176;67468;0;0
2018;O;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;250;250;2432;0;0
2018;U;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;34937;34937;45743;0;0
2018;V;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;28439;28439;37510;0;0
2018;U;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;50508;50508;50448;0;0
2018;V;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;49568;49568;49508;0;0
2018;U;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;103314;103314;103314;0;0
2018;V;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;103314;103314;103314;0;0
2018;U;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;881588;881588;911155;0;0
2018;V;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;881534;881534;888409;0;0
2018;U;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;6595335;6564953;7009852;0;0
2018;V;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;6595335;6564953;7009852;0;0
2018;O;XII;Infrastructuur en Waterstaat;97;Algemeen departement;1101;1101;3657;0;0
2018;U;XII;Infrastructuur en Waterstaat;97;Algemeen departement;57813;57813;117830;0;0
2018;V;XII;Infrastructuur en Waterstaat;97;Algemeen departement;54487;54487;130146;0;0
2018;O;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;5430;5430;14888;0;0
2018;U;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;313306;284403;292708;0;0
2018;V;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;309114;280211;277222;0;0
2018;U;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;108;108;145421;0;0
2018;V;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;108;108;145421;0;0
2018;O;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;31062;31062;31062;0;0
2018;U;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;186299;186154;195432;0;0
2018;V;XIII;Economische Zaken en Klimaat;1;Goed functionerende economie en markten;188396;188251;197183;0;0
2018;O;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;109547;109547;125419;0;0
2018;U;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;854865;826040;913032;0;0
2018;V;XIII;Economische Zaken en Klimaat;2;Bedrijvenbeleid: innovatief en duurzaam ondernemen;2023586;1994761;2280996;0;0
2018;O;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;40588;40588;46934;0;0
2018;U;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;189595;189595;292571;0;0
2018;V;XIII;Economische Zaken en Klimaat;3;Toekomstfonds;109897;109897;240999;0;0
2018;O;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;3221211;3445211;3298052;0;0
2018;U;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;2187002;2200115;2287433;0;0
2018;V;XIII;Economische Zaken en Klimaat;4;Een doelmatige en duurzame energievoorziening;17006273;17018762;17106075;0;0
2018;U;XIII;Economische Zaken en Klimaat;5;Een veilig Groningen met perspectief;38760;38760;48981;0;0
2018;V;XIII;Economische Zaken en Klimaat;5;Een veilig Groningen met perspectief;38760;38760;54241;0;0
2018;O;XIII;Economische Zaken en Klimaat;6;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;40981;41026;43835;0;0
2018;U;XIII;Economische Zaken en Klimaat;6;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;540378;548488;637897;0;0
2018;V;XIII;Economische Zaken en Klimaat;6;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;660377;665411;753508;0;0
2018;O;XIII;Economische Zaken en Klimaat;7;Groen onderwijs van hoge kwaliteit;75;0;0;0;0
2018;U;XIII;Economische Zaken en Klimaat;7;Groen onderwijs van hoge kwaliteit;809377;0;0;0;0
2018;V;XIII;Economische Zaken en Klimaat;7;Groen onderwijs van hoge kwaliteit;862952;0;0;0;0
2018;O;XIII;Economische Zaken en Klimaat;8;Natuur en biodiversiteit;57180;57180;57180;0;0
2018;U;XIII;Economische Zaken en Klimaat;8;Natuur en biodiversiteit;105204;105204;109841;0;0
2018;V;XIII;Economische Zaken en Klimaat;8;Natuur en biodiversiteit;104964;104964;109850;0;0
2018;O;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);39393;37893;37570;0;0
2018;U;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);340475;300121;338812;0;0
2018;V;XIII;Economische Zaken en Klimaat;40;Apparaat (EZK);340475;300121;338812;0;0
2018;U;XIII;Economische Zaken en Klimaat;41;Nog onverdeeld (EZK);2500;2500;49615;0;0
2018;V;XIII;Economische Zaken en Klimaat;41;Nog onverdeeld (EZK);2500;2500;49615;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;24000;24000;24000;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;509873;509873;489936;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;508873;508873;488936;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;2572;2572;2572;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;6810888;6724243;7074568;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;6750803;6664158;6984278;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;824;824;824;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;824;824;824;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3298349;3298349;3226146;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3298349;3298349;3226146;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;156490;156490;158874;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;152392;152392;154898;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;8118;8618;8618;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;8118;8618;8618;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;1548224;1548224;1525123;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2831198;2853198;2914188;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2831198;2853198;2914188;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;24447;24447;25150;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;24447;24447;25150;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1348;1348;1348;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1348;1348;1348;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;272478;272478;232228;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5599200;5604200;5489293;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5599200;5604200;5489293;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;468574;498574;513024;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;468574;498574;513024;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;11668318;11596718;13836536;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;11668318;11596718;13836536;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;1200;1200;1200;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;317108;317108;304828;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;317108;317108;295202;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;36655;36655;29403;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;295856;308856;308993;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;295856;308856;308993;0;0
2018;O;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;412;412;412;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;31084;31084;33881;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;29041;29041;31523;0;0
2018;U;XV;Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;68718;68718;184476;0;0
2018;V;XV;Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;68718;68718;184476;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;8403;8403;8403;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;666585;669585;686105;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;652043;655043;705013;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;1053;1053;1053;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;3521459;3523559;3508478;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;3052782;3054882;3002287;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3441;3441;3441;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3905370;3935770;3988106;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3972691;4003091;3950387;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;68860;68860;73460;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;1083233;1094983;1129171;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;934428;946178;855078;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;4508;4508;4508;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;90135;90135;133516;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;90135;90135;133516;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;740;740;740;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;136135;136135;87380;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;125320;125320;64235;0;0
2018;O;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;901;901;901;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;272798;272798;272673;0;0
2018;V;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;272798;272798;23077;0;0
2018;U;XVI;Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming specifieke kosten;5265822;5249091;5011948;0;0
