Begrotingsjaar;Uitgaven Ontvangsten Verplichtingen;Begrotingsnummer;Naam Begroting ;Artikel nummer;Artikel;Stand ontwerpbegroting;Stand vastgestelde begroting;Stand eerste suppletoire;Stand tweede suppletoire;Realisatie
2016;U;XII;Infrastructuur en Waterstaat;18;Scheepvaart en havens;24997;24997;26142;23034;22733
2016;V;XII;Infrastructuur en Waterstaat;18;Scheepvaart en havens;33737;33737;37328;22015;21489
2016;O;XII;Infrastructuur en Waterstaat;19;Klimaat;189000;189000;194900;141485;145474
2016;U;XII;Infrastructuur en Waterstaat;19;Klimaat;57761;57761;70900;74940;72006
2016;V;XII;Infrastructuur en Waterstaat;19;Klimaat;54747;54747;70570;77935;71954
2016;O;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;0;0;0;0;236
2016;U;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;30983;30983;32607;28627;28869
2016;V;XII;Infrastructuur en Waterstaat;20;Lucht en geluid;25758;25758;30461;30581;16205
2016;O;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;0;0;0;2170;2198
2016;U;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;23564;23564;18995;18091;19059
2016;V;XII;Infrastructuur en Waterstaat;21;Duurzaamheid;21842;21842;17629;18061;18986
2016;O;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;928;928;2057;300;272
2016;U;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;34012;34012;31674;33953;34663
2016;V;XII;Infrastructuur en Waterstaat;22;Omgevingsveiligheid en milieurisico's;33309;33309;29056;54658;55234
2016;U;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;33433;33433;33597;36977;36981
2016;V;XII;Infrastructuur en Waterstaat;23;Meteorologie, seismologie en aardobservatie;32566;32566;32572;35952;35956
2016;U;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;110655;110655;113984;118970;118970
2016;V;XII;Infrastructuur en Waterstaat;24;Handhaving en toezicht;110655;110655;113984;118970;118970
2016;U;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;852688;852688;881951;893936;893936
2016;V;XII;Infrastructuur en Waterstaat;25;Bijdrage BDU;854242;854242;856991;901534;923409
2016;U;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;6375221;6375221;6190868;6026299;6026299
2016;V;XII;Infrastructuur en Waterstaat;26;Bijdrage investeringsfondsen;6375221;6375221;6190868;6026299;6026299
2016;O;XII;Infrastructuur en Waterstaat;97;Algemeen departement;1994;1994;1994;1101;1259
2016;U;XII;Infrastructuur en Waterstaat;97;Algemeen departement;45738;45738;48955;62129;59524
2016;V;XII;Infrastructuur en Waterstaat;97;Algemeen departement;44730;44730;47272;61786;47952
2016;O;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;3530;3530;16546;18074;19323
2016;U;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;340148;340148;349960;334752;328743
2016;V;XII;Infrastructuur en Waterstaat;98;Apparaatsuitgaven Kerndepartement;332770;332770;337374;333469;339812
2016;U;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;25;25;77599;67;0
2016;V;XII;Infrastructuur en Waterstaat;99;Nominaal en onvoorzien;25;25;77599;67;0
2016;O;XIII;Economische Zaken en Klimaat;11;Goed functionerende economie en markten;59934;59934;115034;106078;103840
2016;U;XIII;Economische Zaken en Klimaat;11;Goed functionerende economie en markten;184122;184622;185976;193877;194204
2016;V;XIII;Economische Zaken en Klimaat;11;Goed functionerende economie en markten;182901;183401;184755;192261;193012
2016;O;XIII;Economische Zaken en Klimaat;12;Een sterk innovatievermogen;45449;45449;49624;49200;56154
2016;U;XIII;Economische Zaken en Klimaat;12;Een sterk innovatievermogen;528564;528564;531143;531846;527689
2016;V;XIII;Economische Zaken en Klimaat;12;Een sterk innovatievermogen;488218;488218;491550;515624;505875
2016;O;XIII;Economische Zaken en Klimaat;13;Een excellent ondernemingsklimaat;61952;61952;61609;63602;56243
2016;U;XIII;Economische Zaken en Klimaat;13;Een excellent ondernemingsklimaat;265666;265166;264069;286111;278569
2016;V;XIII;Economische Zaken en Klimaat;13;Een excellent ondernemingsklimaat;1836610;1836110;2601713;2617699;1063313
2016;O;XIII;Economische Zaken en Klimaat;14;Een doelmatige en duurzame energievoorziening;6386411;6386411;2789411;2779028;2546908
2016;U;XIII;Economische Zaken en Klimaat;14;Een doelmatige en duurzame energievoorziening;1830326;1820326;1885866;1873326;1824624
2016;V;XIII;Economische Zaken en Klimaat;14;Een doelmatige en duurzame energievoorziening;5442919;5432919;18573859;14788539;17514501
2016;O;XIII;Economische Zaken en Klimaat;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;64078;64078;55055;133522;136431
2016;U;XIII;Economische Zaken en Klimaat;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;544121;544121;549232;655836;642217
2016;V;XIII;Economische Zaken en Klimaat;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;636548;636548;649747;757447;673900
2016;O;XIII;Economische Zaken en Klimaat;17;Groen onderwijs van hoge kwaliteit;75;75;75;75;299
2016;U;XIII;Economische Zaken en Klimaat;17;Groen onderwijs van hoge kwaliteit;796001;796001;793336;804441;809103
2016;V;XIII;Economische Zaken en Klimaat;17;Groen onderwijs van hoge kwaliteit;842665;842665;840000;851047;822287
2016;O;XIII;Economische Zaken en Klimaat;18;Natuur, regio en ruimte;100957;100957;119257;131020;130688
2016;U;XIII;Economische Zaken en Klimaat;18;Natuur, regio en ruimte;210728;210728;201126;197333;222060
2016;V;XIII;Economische Zaken en Klimaat;18;Natuur, regio en ruimte;151579;151579;145398;157571;195169
2016;O;XIII;Economische Zaken en Klimaat;19;Toekomstfonds;32088;32088;130888;119254;138848
2016;U;XIII;Economische Zaken en Klimaat;19;Toekomstfonds;164741;164741;324100;250980;125418
2016;V;XIII;Economische Zaken en Klimaat;19;Toekomstfonds;158184;158184;304330;306258;166591
2016;O;XIII;Economische Zaken en Klimaat;40;Apparaat;32526;32526;33976;29331;27742
2016;U;XIII;Economische Zaken en Klimaat;40;Apparaat;380243;380243;368485;416166;423578
2016;V;XIII;Economische Zaken en Klimaat;40;Apparaat;380243;380243;368485;416166;423578
2016;U;XIII;Economische Zaken en Klimaat;41;Nominaal en onvoorzien;0;0;97983;0;0
2016;V;XIII;Economische Zaken en Klimaat;41;Nominaal en onvoorzien;0;0;97983;0;0
2016;O;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;29636;29636;29636;20103;24552
2016;U;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;21233;21233;22275;22877;19385
2016;V;XV;Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;21333;21333;22375;22977;20914
2016;O;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;3475;3475;26405;58809;55901
2016;U;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;6611078;6611078;6561091;6709211;6626117
2016;V;XV;Sociale Zaken en Werkgelegenheid;2;Bijstand, Participatiewet en Toeslagenwet;6435802;6435802;6467938;6632463;6543926
2016;U;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;765;765;739;753;682
2016;V;XV;Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;765;765;739;753;682
2016;U;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3174376;3174376;3178286;3274181;3274182
2016;V;XV;Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;3174376;3174376;3178286;3274181;3274182
2016;U;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;66620;66620;67366;57069;56986
2016;V;XV;Sociale Zaken en Werkgelegenheid;5;Werkloosheid;66620;66620;67366;57069;57069
2016;O;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;0;0;428;428;429
2016;U;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;7416;7416;7651;7269;6246
2016;V;XV;Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;7416;7416;7651;7269;6246
2016;O;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;1432185;1432185;1495030;1475483;1490499
2016;U;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2365471;2365471;2406543;2430663;2406838
2016;V;XV;Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2365471;2365471;2406543;2430663;2410340
2016;O;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;0;0;2123;2123;2124
2016;U;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;40014;40014;23885;24266;24118
2016;V;XV;Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;40014;40014;23885;24266;24118
2016;U;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1083;1083;1178;1199;1072
2016;V;XV;Sociale Zaken en Werkgelegenheid;9;Nabestaanden;1083;1083;1178;1199;1072
2016;O;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;239915;239915;260026;264162;261245
2016;U;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5329468;5429468;5422990;5464001;5468559
2016;V;XV;Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;5329468;5433168;5422990;5464001;5468559
2016;O;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;0;0;16320;16320;16367
2016;U;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;458267;458267;424165;435187;433006
2016;V;XV;Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;458267;458267;424165;435187;433006
2016;O;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;0;0;0;1745;1747
2016;U;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;13147314;13147314;13198141;12806405;12806406
2016;V;XV;Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;13147314;13147314;13198141;12806405;12806406
2016;O;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;800;800;800;3570;4727
2016;U;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;144278;144278;277115;248743;250574
2016;V;XV;Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;144278;144278;277115;252743;278628
2016;O;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;17996;17996;18729;15088;13563
2016;U;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;262254;262254;278106;263766;255510
2016;V;XV;Sociale Zaken en Werkgelegenheid;96;Apparaat;261914;261914;277766;263426;252321
2016;O;XV;Sociale Zaken en Werkgelegenheid;97;Aflopende regelingen;0;0;0;13;13
2016;O;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;0;0;0;708;798
2016;U;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;47231;47231;40987;38978;34334
2016;V;XV;Sociale Zaken en Werkgelegenheid;98;Algemeen;47231;47231;40385;40184;36414
2016;U;XV;Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;90282;90282;318994;5000;0
2016;V;XV;Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;90282;90282;318994;5000;0
2016;O;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;10903;10903;7403;17203;16001
2016;U;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;614456;613156;605765;596050;595127
2016;V;XVI;Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;608239;606939;597337;593375;600651
2016;O;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;60955;60955;60955;84627;152126
2016;U;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;4187157;4188457;4235195;4193849;4236316
2016;V;XVI;Volksgezondheid, Welzijn en Sport;2;Curatieve zorg;4097613;4098913;288763;3644025;3640438
2016;O;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3441;3441;3441;39033;31887
2016;U;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3644801;3644801;3735209;3714721;3708112
2016;V;XVI;Volksgezondheid, Welzijn en Sport;3;Langdurige zorg en ondersteuning;3643306;3643306;368014;3796226;3783240
2016;O;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;4858;4858;4858;8972;11375
2016;U;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;871197;871197;947136;910222;879449
2016;V;XVI;Volksgezondheid, Welzijn en Sport;4;Zorgbreed beleid;829432;829432;775215;885951;937310
2016;O;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;82508;82508;82508;39208;42192
2016;U;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;126154;126154;211131;115657;97631
2016;V;XVI;Volksgezondheid, Welzijn en Sport;5;Jeugd;126154;126154;211131;115657;120532
2016;O;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;740;740;740;740;312
2016;U;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;128813;128813;65798;65878;65225
2016;V;XVI;Volksgezondheid, Welzijn en Sport;6;Sport en bewegen;106757;106757;42272;67247;58865
2016;O;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;901;901;901;5013;4820
2016;U;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;290109;290109;310109;308000;307376
2016;V;XVI;Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;290109;290109;40901;38792;37118
2016;O;XVI;Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming specifieke kosten;0;0;0;0;723082
2016;U;XVI;Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming specifieke kosten;4432332;4432332;4405087;4261057;4980306
2016;V;XVI;Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming specifieke kosten;4432332;4432332;4405087;4261057;4980306
2016;O;XVI;Volksgezondheid, Welzijn en Sport;9;Algemeen;0;0;0;283;597
2016;U;XVI;Volksgezondheid, Welzijn en Sport;9;Algemeen;27336;27336;29690;25449;21399
2016;V;XVI;Volksgezondheid, Welzijn en Sport;9;Algemeen;27336;27336;29690;25449;18689
2016;O;XVI;Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;5357;5357;24381;34797;28887
2016;U;XVI;Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;249168;249168;288750;317562;301658
2016;V;XVI;Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;249153;249153;288709;317521;310814
2016;O;XVI;Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;5000;5000;5000;0;0
2016;U;XVI;Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;-15009;-15009;-12808;782;0
2016;V;XVI;Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;-14967;-14967;-12766;824;0
2016;O;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;23463;23463;93032;93532;80289
2016;U;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;582187;582187;514429;468828;460226
2016;V;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;325230;325230;362137;478030;387733
2016;U;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;42;Duurzame ontwikkeling, voedselzekerheid en water;632320;623820;643256;641724;648529
2016;V;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;42;Duurzame ontwikkeling, voedselzekerheid en water;439033;430533;736239;781859;531813
2016;U;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;43;Sociale vooruitgang;847642;855642;854286;803170;755624
2016;V;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;43;Sociale vooruitgang;572209;580209;950714;978595;784186
2016;U;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;44;Vrede en veiligheid voor ontwikkeling;544571;557571;894080;913128;785542
2016;V;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;44;Vrede en veiligheid voor ontwikkeling;543709;556709;931877;1020732;805432
2016;O;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;164737;164737;164737;173737;172186
2016;U;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;80186;67686;68855;336578;235519
2016;V;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;188571;176071;199859;347721;103235
2016;O;XVIII;Wonen & Rijksdienst;11;Woningmarkt;442429;442429;448983;476584;553191
2016;U;XVIII;Wonen & Rijksdienst;11;Woningmarkt;3569919;3569919;3846506;3867572;3933646
2016;V;XVIII;Wonen & Rijksdienst;11;Woningmarkt;3569919;3569919;3847506;3867572;3928119
2016;O;XVIII;Wonen & Rijksdienst;12;Woonomgeving en bouw;91;91;91;122;912
2016;U;XVIII;Wonen & Rijksdienst;12;Woonomgeving en bouw;26530;26530;195768;189358;82607
2016;V;XVIII;Wonen & Rijksdienst;12;Woonomgeving en bouw;105530;105530;409768;229358;149371
2016;O;XVIII;Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;0;0;7322;9789;10347
2016;U;XVIII;Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;19187;19187;21466;26218;24897
2016;V;XVIII;Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;19187;19187;21466;26218;25341
2016;O;XVIII;Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;186568;186568;339266;378469;390783
2016;U;XVIII;Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;144746;144746;165459;170377;167431
2016;V;XVIII;Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;144746;144746;165459;170377;170868
2017;O;A;Infrastructuurfonds;12;Hoofdwegennet;126245;126245;139264;140767;150898
2017;U;A;Infrastructuurfonds;12;Hoofdwegennet;2355030;2365030;2511373;2260012;2231569
2017;V;A;Infrastructuurfonds;12;Hoofdwegennet;3286674;3296674;3387411;3136489;3607433
2017;O;A;Infrastructuurfonds;13;Spoorwegen;185262;185262;249039;246192;242727
2017;U;A;Infrastructuurfonds;13;Spoorwegen;2228915;2218915;2453768;2159168;2154280
2017;V;A;Infrastructuurfonds;13;Spoorwegen;2021156;2011156;2769959;2350471;1810157
2017;U;A;Infrastructuurfonds;14;Regionaal, lokale infra;216332;216332;218344;237249;236352
2017;V;A;Infrastructuurfonds;14;Regionaal, lokale infra;52695;52695;137225;107864;107860
2017;O;A;Infrastructuurfonds;15;Hoofdvaarwegennet;93675;93675;96716;92588;97115
2017;U;A;Infrastructuurfonds;15;Hoofdvaarwegennet;872578;872578;984370;905345;899296
2017;V;A;Infrastructuurfonds;15;Hoofdvaarwegennet;802092;802092;1597478;1770746;1632806
2017;O;A;Infrastructuurfonds;17;Megaprojecten Verkeer en Vervoer;22661;22661;37839;35454;35935
2017;U;A;Infrastructuurfonds;17;Megaprojecten Verkeer en Vervoer;181174;181174;263406;130780;112472
2017;V;A;Infrastructuurfonds;17;Megaprojecten Verkeer en Vervoer;1318102;1318102;1519081;1380157;972816
2017;O;A;Infrastructuurfonds;18;Overige uitgaven en ontvangsten;0;0;583309;583309;583315
2017;U;A;Infrastructuurfonds;18;Overige uitgaven en ontvangsten;24292;24292;-291867;3043;2113
2017;V;A;Infrastructuurfonds;18;Overige uitgaven en ontvangsten;84239;84239;57900;2810;2116
2017;O;A;Infrastructuurfonds;19;Bijdrage andere begrotingen Rijk;5450478;5450478;5033227;4600119;4604822
2017;U;B;Gemeentefonds;2;Onderzoek en bijdragen;91859;91859;94195;93945;92764
2017;V;B;Gemeentefonds;2;Onderzoek en bijdragen;91859;91859;94195;93945;92758
2017;U;B;Gemeentefonds;3;Programma;17544076;17544076;17918322;18083986;17982905
2017;V;B;Gemeentefonds;3;Programma;17544076;17544076;17860662;18026326;17947911
2017;U;B;Gemeentefonds;4;Integratie-uitkering sociaal Domein;9507234;9557234;9809439;9830883;9830578
2017;V;B;Gemeentefonds;4;Integratie-uitkering sociaal Domein;9507234;9557234;9809134;9830578;9830578
2017;U;C;Provinciefonds;1;Provinciefonds;2199585;2199585;2285224;2569564;2569563
2017;V;C;Provinciefonds;1;Provinciefonds;2199585;2199585;2285225;2569565;2569565
2017;O;F;Diergezondheidsfonds;1;Bewaking en bestrijding van dierziekten;32550;32550;44246;44246;57997
2017;U;F;Diergezondheidsfonds;1;Bewaking en bestrijding van dierziekten;32550;32550;44246;44072;57997
2017;V;F;Diergezondheidsfonds;1;Bewaking en bestrijding van dierziekten;32550;32550;44246;44072;57997
2017;U;H;BES-fonds;1;BES-fonds;32650;32650;41534;41552;40985
2017;V;H;BES-fonds;1;BES-fonds;32650;32650;41534;41552;42552
2017;U;I;De Koning;1;Uitkering leden Koninklijk Huis;8009;8009;8009;8009;7961
2017;V;I;De Koning;1;Uitkering leden Koninklijk Huis;8009;8009;8009;8009;7961
2017;O;I;De Koning;2;Functionele uitgaven van de Koning;0;0;29;29;30
2017;U;I;De Koning;2;Functionele uitgaven van de Koning;27684;27684;28289;28289;28289
2017;V;I;De Koning;2;Functionele uitgaven van de Koning;27684;27684;28289;28289;28289
2017;O;I;De Koning;3;Doorbelaste uitgaven van andere begrotingen;0;0;33;33;34
2017;U;I;De Koning;3;Doorbelaste uitgaven van andere begrotingen;5728;5728;5847;5886;5787
2017;V;I;De Koning;3;Doorbelaste uitgaven van andere begrotingen;5728;5728;5847;5886;5787
2017;O;IIA;Staten-Generaal;1;Wetgeving en controle Eerste Kamer;140;140;140;140;169
2017;U;IIA;Staten-Generaal;1;Wetgeving en controle Eerste Kamer;11940;11940;12070;12330;10889
2017;V;IIA;Staten-Generaal;1;Wetgeving en controle Eerste Kamer;11940;11940;12070;12330;11711
2017;O;IIA;Staten-Generaal;2;Uitgaven tbv van (oud) leden Tweede Kamer en leden EP;86;86;86;86;25
2017;U;IIA;Staten-Generaal;2;Uitgaven tbv van (oud) leden Tweede Kamer en leden EP;31675;31675;31675;32390;33580
